roi,time_s,n_points,mean_abs_delta_w_mm,p95_abs_delta_w_mm,max_abs_delta_w_mm,mean_abs_delta_disp_mag_mm,p95_abs_delta_disp_mag_mm,max_abs_delta_disp_mag_mm,mean_abs_delta_vm_kpa,p95_abs_delta_vm_kpa,max_abs_delta_vm_kpa
central_xz_radius_25mm,1.24,971,3.1447445917488927e-15,4.7704895589362195e-15,6.5052130349130266e-15,3.1782420842046753e-15,5.204170427930421e-15,6.938893903907228e-15,8.580702725769432e-13,3.5483935789670795e-12,1.1441898095654324e-11
central_xz_radius_25mm,1.245,971,4.136270368440064e-15,5.204170427930421e-15,6.071532165918825e-15,4.154135697749815e-15,5.204170427930421e-15,6.5052130349130266e-15,4.419006650475327e-13,1.6193553165066987e-12,7.495145837310701e-12
central_xz_radius_25mm,1.25,971,1.904890737652184e-15,3.469446951953614e-15,5.204170427930421e-15,1.9258824995911413e-15,3.469446951953614e-15,5.637851296924623e-15,8.2081206049896e-13,2.9743887353106402e-12,1.2752877864841139e-11
central_xz_radius_25mm,1.255,971,1.061781184201767e-14,1.214306433183765e-14,1.3444106938820255e-14,1.05762749513725e-14,1.214306433183765e-14,1.3877787807814457e-14,6.193172881498882e-13,2.357182893319987e-12,9.66247171163559e-12
central_xz_radius_25mm,1.26,971,6.580694051246724e-15,7.806255641895632e-15,9.540979117872439e-15,6.492707304396201e-15,8.239936510889834e-15,9.107298248878237e-15,5.288946294312239e-13,1.9181243260391056e-12,1.2912096281070261e-11
central_xz_radius_25mm,1.265,971,3.604330188242233e-15,5.637851296924623e-15,6.938893903907228e-15,3.5136636419952475e-15,5.637851296924623e-15,6.938893903907228e-15,8.448171943448792e-13,3.3432456802984233e-12,1.1415068001952022e-11
central_xz_radius_25mm,1.27,971,1.451647333063805e-14,1.6479873021779667e-14,1.8648277366750676e-14,1.4651356566926667e-14,1.691355389077387e-14,1.9949319973733282e-14,8.533534835395511e-13,3.3026026358129453e-12,1.3427779776975512e-11
central_xz_radius_25mm,1.275,971,9.450312571625453e-15,1.1275702593849246e-14,1.3877787807814457e-14,9.571350177699016e-15,1.1275702593849246e-14,1.3877787807814457e-14,6.672566771914837e-13,2.631367124195094e-12,1.2288182915654033e-11
central_xz_radius_25mm,1.28,971,2.8088764007255768e-15,4.336808689942018e-15,6.071532165918825e-15,2.8365676611556906e-15,4.336808689942018e-15,6.938893903907228e-15,5.5805660584654e-13,2.1559571905527262e-12,1.069837196610024e-11
central_xz_radius_25mm,1.285,971,2.0749240093577376e-14,2.2551405187698492e-14,2.6454533008646308e-14,2.086938443318545e-14,2.3418766925686896e-14,2.862293735361732e-14,5.467776655976675e-13,2.1207142708590254e-12,9.295035852119327e-12
central_xz_radius_25mm,1.29,971,4.148374129047421e-14,4.466912950640278e-14,4.9439619065339e-14,4.175261449658596e-14,4.5102810375396984e-14,5.377642775528102e-14,7.557262288211127e-13,2.73098521574866e-12,1.5835212252568455e-11
central_xz_radius_25mm,1.295,971,5.937854839358614e-14,6.331740687315346e-14,7.112366251504909e-14,5.988190404688837e-14,6.505213034913027e-14,7.632783294297951e-14,1.2050798651674635e-12,4.490857463679276e-12,2.73166733677499e-11
central_xz_radius_25mm,1.3,971,2.7757808781792633e-14,3.122502256758253e-14,3.8163916471489756e-14,2.7930209209631727e-14,3.122502256758253e-14,4.2500725161431774e-14,1.305341133273212e-12,4.8112269723787904e-12,2.385331754339859e-11
central_xz_radius_25mm,1.305,971,5.2167654850937954e-14,5.551115123125783e-14,6.158268339717665e-14,5.247851158092762e-14,5.637851296924623e-14,6.591949208711867e-14,1.0706766746794147e-12,4.035143774672178e-12,2.2150743461679668e-11
central_xz_radius_25mm,1.31,971,6.426605585950123e-14,6.765421556309548e-14,7.719519468096792e-14,6.473859381974413e-14,6.938893903907228e-14,7.719519468096792e-14,8.952030603244328e-13,3.396280590095557e-12,2.359229256398976e-11
central_xz_radius_25mm,1.315,971,6.040625146212955e-14,6.418476861114186e-14,7.45931094670027e-14,6.097079586831768e-14,6.591949208711867e-14,7.45931094670027e-14,8.583956294370603e-13,3.145032678730786e-12,1.6740159480832516e-11
central_xz_radius_25mm,1.32,971,3.412992511334801e-14,3.8163916471489756e-14,4.683753385137379e-14,3.4555119950920086e-14,3.8163916471489756e-14,4.5102810375396984e-14,1.1628762610133123e-12,4.526796715254022e-12,2.2706444724462927e-11
central_xz_radius_25mm,1.325,971,1.1271236261521808e-14,1.3877787807814457e-14,1.6479873021779667e-14,1.1371282105656413e-14,1.474514954580286e-14,1.9081958235744878e-14,1.4454485549898316e-12,5.425135896075517e-12,3.363493306096643e-11
central_xz_radius_25mm,1.33,971,5.978721780154669e-14,6.505213034913027e-14,7.45931094670027e-14,6.06331411443634e-14,6.765421556309548e-14,7.632783294297951e-14,1.6997755824447486e-12,6.5617768996162344e-12,3.167588147334755e-11
central_xz_radius_25mm,1.335,971,9.552412928630679e-14,1.0321604682062002e-13,1.1709383462843448e-13,9.687742798152042e-14,1.0711917464156784e-13,1.1796119636642288e-13,1.889442518452164e-12,6.999243851169013e-12,3.8204234442673624e-11
central_xz_radius_25mm,1.34,971,1.1041756106538059e-13,1.1796119636642288e-13,1.3270634591222574e-13,1.1182088268266151e-13,1.222980050563649e-13,1.3617579286417936e-13,2.013954163753432e-12,8.347797120222822e-12,2.7675014280248432e-11
central_xz_radius_25mm,1.345,971,1.1581825011571828e-13,1.231653667943533e-13,1.3357370765021415e-13,1.169839628531795e-13,1.2576745200831851e-13,1.3530843112619095e-13,1.8344129081065705e-12,7.365997589658946e-12,2.390606823610142e-11
central_xz_radius_25mm,1.35,971,1.1511524940737957e-13,1.205632815803881e-13,1.3010426069826053e-13,1.1578341272356425e-13,1.222980050563649e-13,1.3097162243624894e-13,1.7279821532919255e-12,7.340076990658418e-12,2.047818270511925e-11
central_xz_radius_25mm,1.355,971,1.0567520940010723e-13,1.1015494072452725e-13,1.214306433183765e-13,1.0589048661828972e-13,1.1015494072452725e-13,1.196959198423997e-13,1.7142681369864782e-12,6.897153070895001e-12,2.9565853765234354e-11
central_xz_radius_25mm,1.36,971,8.802247750914242e-14,9.194034422677078e-14,1.0061396160665481e-13,8.784471748251039e-14,9.194034422677078e-14,9.71445146547012e-14,1.4618042974739741e-12,5.236870492808521e-12,3.00951796816662e-11
central_xz_radius_25mm,1.365,971,6.367828652521043e-14,6.765421556309548e-14,7.112366251504909e-14,6.336742979522077e-14,6.678685382510707e-14,7.112366251504909e-14,1.0560765801166274e-12,3.894001565640792e-12,1.3961653166916222e-11
central_xz_radius_25mm,1.37,971,4.73100718116167e-14,5.0306980803327406e-14,5.2909066017292616e-14,4.6942939294301323e-14,5.0306980803327406e-14,5.377642775528102e-14,1.0593878702533248e-12,4.1130761019303466e-12,1.7937054508365692e-11
central_xz_radius_25mm,1.375,971,4.179236485430015e-14,4.683753385137379e-14,5.204170427930421e-14,4.1525278181119377e-14,4.683753385137379e-14,5.377642775528102e-14,1.7948722512838815e-12,6.304958333203104e-12,3.7965946830809116e-11
central_xz_radius_25mm,1.38,971,8.907653193841771e-15,1.214306433183765e-14,1.9081958235744878e-14,8.885321532204583e-15,1.214306433183765e-14,1.8214596497756474e-14,1.5909939922323762e-12,6.26039309281623e-12,3.268905857112259e-11
central_xz_radius_25mm,1.385,971,6.490474138232482e-15,8.673617379884035e-15,1.3010426069826053e-14,6.576227718919286e-15,9.540979117872439e-15,1.214306433183765e-14,9.520007585774857e-13,3.4287950256839395e-12,1.650187186896801e-11
central_xz_radius_25mm,1.39,971,1.5294508422077698e-14,1.8214596497756474e-14,2.42861286636753e-14,1.5391874466815842e-14,1.9081958235744878e-14,2.42861286636753e-14,1.3085146029991441e-12,5.1131792133674025e-12,3.597233444452286e-11
central_xz_radius_25mm,1.395,971,3.262030478667407e-14,3.729655473350135e-14,4.5102810375396984e-14,3.293026825019824e-14,3.8163916471489756e-14,4.7704895589362195e-14,2.00875337144489e-12,7.278231350937858e-12,2.453452907502651e-11
central_xz_radius_25mm,1.4,971,7.901656500409701e-14,8.239936510889834e-14,9.62771529167128e-14,7.900673907297665e-14,8.326672684688674e-14,9.71445146547012e-14,1.2804549996113391e-12,4.435150913195685e-12,2.4047039914876224e-11
central_xz_radius_25mm,1.405,971,5.999356235507432e-14,6.245004513516506e-14,7.28583859910259e-14,6.004894487593455e-14,6.331740687315346e-14,7.28583859910259e-14,9.13188294635548e-13,3.430159267736599e-12,1.1662450560834259e-11
central_xz_radius_25mm,1.41,971,4.4063048209569486e-14,4.7704895589362195e-14,5.551115123125783e-14,4.422472943982273e-14,4.85722573273506e-14,5.551115123125783e-14,1.3782040491113841e-12,5.133642844157293e-12,2.4323526304215193e-11
central_xz_radius_25mm,1.415,971,1.1271682894754552e-13,1.1882855810441129e-13,1.2923689896027213e-13,1.1320276590477075e-13,1.1882855810441129e-13,1.3010426069826053e-13,1.9287149106333185e-12,7.506059773731977e-12,2.3957909434102475e-11
central_xz_radius_25mm,1.42,971,9.42119208485056e-14,9.80118763926896e-14,1.0928757898653885e-13,9.463622241961218e-14,9.974659986866641e-14,1.0928757898653885e-13,1.172210319199257e-12,4.359662852948531e-12,1.8289938452653586e-11
central_xz_radius_25mm,1.425,971,8.985278049692639e-14,9.367506770274758e-14,1.0148132334464322e-13,9.010914797252132e-14,9.497611030973019e-14,1.0148132334464322e-13,1.0272395507736507e-12,4.322032509662676e-12,1.86792021850124e-11
central_xz_radius_25mm,1.43,971,9.833702538612707e-14,1.0234868508263162e-13,1.0928757898653885e-13,9.857999386473968e-14,1.0408340855860843e-13,1.0755285551056204e-13,1.7462863488467722e-12,6.858954293420538e-12,2.7528585633262993e-11
central_xz_radius_25mm,1.435,971,1.1038986980495047e-14,1.474514954580286e-14,2.0816681711721685e-14,1.1225679671781944e-14,1.5612511283791264e-14,2.0816681711721685e-14,1.858961274192777e-12,6.9667294155806304e-12,3.795503289438784e-11
central_xz_radius_25mm,1.44,971,2.4028867921614888e-14,2.7755575615628914e-14,3.382710778154774e-14,2.431024685824346e-14,2.7755575615628914e-14,3.2959746043559335e-14,1.1215169367631884e-12,4.6502464101649825e-12,1.9055732991546394e-11
central_xz_radius_25mm,1.445,971,5.480100439119523e-14,5.898059818321144e-14,6.938893903907228e-14,5.518868203721682e-14,6.071532165918825e-14,6.938893903907228e-14,1.2812249030337367e-12,4.555204213829711e-12,2.9673174140043555e-11
central_xz_radius_25mm,1.45,971,1.0185202892782055e-13,1.0842021724855044e-13,1.231653667943533e-13,1.0229687562763334e-13,1.0928757898653885e-13,1.205632815803881e-13,2.0580940151566267e-12,6.86463863530662e-12,3.963396011386067e-11
central_xz_radius_25mm,1.455,971,1.3533522912015558e-13,1.4224732503009818e-13,1.6393136847980827e-13,1.3580062094867458e-13,1.4224732503009818e-13,1.6393136847980827e-13,1.5216266978544215e-12,5.079755283077248e-12,2.6288034860044718e-11
central_xz_radius_25mm,1.46,971,8.50264617838972e-14,8.933825901280557e-14,1.0148132334464322e-13,8.536768957371344e-14,9.020562075079397e-14,1.0234868508263162e-13,1.0747021371007594e-12,3.8644429878331726e-12,2.654269337654114e-11
central_xz_radius_25mm,1.465,971,3.604062208302587e-14,3.9898639947466563e-14,4.85722573273506e-14,3.624428683715703e-14,4.0766001685454967e-14,4.85722573273506e-14,1.4178114135301513e-12,5.748916009906679e-12,3.702189133036882e-11
central_xz_radius_25mm,1.47,971,3.036212716192156e-15,6.938893903907228e-15,1.214306433183765e-14,3.0424655814505688e-15,6.938893903907228e-15,1.214306433183765e-14,2.095773064646902e-12,7.858488970668986e-12,4.417961463332176e-11
central_xz_radius_25mm,1.475,971,1.7721245428867706e-13,1.8301332671555315e-13,1.960237527853792e-13,1.7795743852089367e-13,1.8561541192951836e-13,1.951563910473908e-13,1.2194772611331293e-12,4.357843863544985e-12,1.4156739780446515e-11
central_xz_radius_25mm,1.48,971,1.3925488237071493e-13,1.448494102440634e-13,1.5612511283791264e-13,1.3991143322284825e-13,1.46150452851046e-13,1.5699247457590104e-13,8.533672992417665e-13,3.0263436201494184e-12,1.543594407849014e-11
central_xz_radius_25mm,1.485,971,1.2565758023306354e-13,1.3010426069826053e-13,1.4137996329210978e-13,1.2612029226218608e-13,1.3183898417423734e-13,1.3964523981613297e-13,1.3746113518537143e-12,5.621927812171634e-12,2.7395287816034396e-11
central_xz_radius_25mm,1.49,971,8.343198114300194e-14,8.933825901280557e-14,9.367506770274758e-14,8.443243958434798e-14,9.194034422677078e-14,1.0061396160665481e-13,1.6104905824083e-12,5.941387826169376e-12,4.051798896398395e-11
central_xz_radius_25mm,1.495,971,7.25207312670716e-14,7.632783294297951e-14,8.066464163292153e-14,7.31665629216191e-14,7.806255641895632e-14,8.586881206085195e-14,8.969010745219274e-13,3.1259332899935546e-12,1.3413227861747145e-11
central_xz_radius_25mm,1.5,971,8.170127736611982e-14,8.500145032286355e-14,8.847089727481716e-14,8.212334577106268e-14,8.586881206085195e-14,9.280770596475918e-14,8.998574591726891e-13,3.492232281132601e-12,1.2776581570506096e-11
central_xz_radius_25mm,1.505,971,1.083514357307079e-13,1.1275702593849246e-13,1.1709383462843448e-13,1.0886461731513049e-13,1.1362438767648086e-13,1.205632815803881e-13,1.3553379057579576e-12,4.928779162582941e-12,2.026763468165882e-11
central_xz_radius_25mm,1.51,971,1.1003345648522094e-13,1.1492543028346347e-13,1.209969624493823e-13,1.1072618462920653e-13,1.1666015375944028e-13,1.218643241873707e-13,1.1394729736951516e-12,4.3337422539480036e-12,2.444448909955099e-11
central_xz_radius_25mm,1.515,971,7.696696509903585e-14,8.023096076392733e-14,8.586881206085195e-14,7.738546043811676e-14,8.109832250191573e-14,8.630249292984615e-14,5.970766712036529e-13,2.2412791622627993e-12,1.0233634384348989e-11
central_xz_radius_25mm,1.52,971,3.926442075697041e-14,4.119968255444917e-14,4.336808689942018e-14,3.918759984093848e-14,4.119968255444917e-14,4.5102810375396984e-14,6.843901822421862e-13,2.519755071261898e-12,1.9084836822003128e-11
central_xz_radius_25mm,1.525,971,5.908511035967349e-15,9.540979117872439e-15,1.3877787807814457e-14,5.5369121863245305e-15,9.540979117872439e-15,1.3877787807814457e-14,1.0907218536072899e-12,3.920661129086511e-12,2.2168023861013352e-11
central_xz_radius_25mm,1.53,971,2.0281391782278275e-13,2.1163626406917047e-13,2.2551405187698492e-13,2.0411317389683438e-13,2.1575623232461538e-13,2.2854981795994433e-13,8.123120521578813e-13,3.0563569453079254e-12,1.461648935219273e-11
central_xz_radius_25mm,1.535,971,1.6965586662388518e-13,1.7650811368064012e-13,1.8648277366750676e-13,1.7073314598126315e-13,1.7954387976359953e-13,1.9081958235744878e-13,5.260393013734679e-13,1.7131469576270318e-12,1.0079020285047591e-11
central_xz_radius_25mm,1.54,971,1.5913720735953662e-13,1.6609977282477928e-13,1.734723475976807e-13,1.6029488069880848e-13,1.691355389077387e-13,1.8301332671555315e-13,7.825397846595334e-13,2.6939233066514132e-12,2.6908310246653854e-11
central_xz_radius_25mm,1.545,971,1.214672672434615e-13,1.2663481374630692e-13,1.4311468676808659e-13,1.219366787710752e-13,1.2793585635328952e-13,1.444157293750692e-13,1.0614427510639764e-12,4.028606781503186e-12,2.6566340238787235e-11
central_xz_radius_25mm,1.55,971,1.0714016640350679e-13,1.1102230246251565e-13,1.218643241873707e-13,1.0748541389241773e-13,1.1188966420050406e-13,1.218643241873707e-13,6.296714691022731e-13,2.2295125745586116e-12,1.629086909815669e-11
central_xz_radius_25mm,1.555,971,1.2022339369027008e-13,1.244664094013359e-13,1.3574211199518516e-13,1.2072808924327053e-13,1.2663481374630692e-13,1.3574211199518516e-13,5.09473227994846e-13,1.8728769646259025e-12,7.465132512152195e-12
central_xz_radius_25mm,1.56,971,1.552287199397959e-13,1.6132928326584306e-13,1.695692197767329e-13,1.559737041720125e-13,1.6349768761081407e-13,1.7607443281164592e-13,7.762644775747167e-13,2.8692284104181453e-12,1.4481884136330336e-11
central_xz_radius_25mm,1.565,971,1.215887514827678e-13,1.2750217548429532e-13,1.3617579286417936e-13,1.2295768234112745e-13,1.3097162243624894e-13,1.5612511283791264e-13,9.57494475970605e-13,3.3653577702352777e-12,2.552769728936255e-11
central_xz_radius_25mm,1.57,971,8.306574189215204e-14,8.673617379884035e-14,9.454242944073599e-14,8.401975047729274e-14,8.933825901280557e-14,1.1058862159352145e-13,5.081754959620148e-13,1.917101144499611e-12,1.1924385034944863e-11
central_xz_radius_25mm,1.575,971,3.772889570279732e-14,4.0766001685454967e-14,4.597017211338539e-14,3.843144977790328e-14,4.2934406030425976e-14,5.811323644522304e-14,4.467694268092942e-13,1.6907506505958736e-12,6.540176400449127e-12
central_xz_radius_25mm,1.58,971,4.431271618667326e-15,6.938893903907228e-15,2.5153490401663703e-14,4.406483474250046e-15,6.938893903907228e-15,2.5153490401663703e-14,7.808602401825853e-13,3.067725629080087e-12,1.5562363842036576e-11
