roi,time_s,n_points,mean_abs_delta_w_mm,p95_abs_delta_w_mm,max_abs_delta_w_mm,mean_abs_delta_disp_mag_mm,p95_abs_delta_disp_mag_mm,max_abs_delta_disp_mag_mm,mean_abs_delta_vm_kpa,p95_abs_delta_vm_kpa,max_abs_delta_vm_kpa
central_xz_radius_25mm_anterior_half,1.385,971,6.490474138232482e-15,8.673617379884035e-15,1.3010426069826053e-14,6.576227718919286e-15,9.540979117872439e-15,1.214306433183765e-14,9.520007585774857e-13,3.4287950256839395e-12,1.650187186896801e-11
central_xz_radius_25mm_anterior_half,1.39,971,1.5294508422077698e-14,1.8214596497756474e-14,2.42861286636753e-14,1.5391874466815842e-14,1.9081958235744878e-14,2.42861286636753e-14,1.3085146029991441e-12,5.1131792133674025e-12,3.597233444452286e-11
central_xz_radius_25mm_anterior_half,1.395,971,3.262030478667407e-14,3.729655473350135e-14,4.5102810375396984e-14,3.293026825019824e-14,3.8163916471489756e-14,4.7704895589362195e-14,2.00875337144489e-12,7.278231350937858e-12,2.453452907502651e-11
central_xz_radius_25mm_anterior_half,1.4,971,7.901656500409701e-14,8.239936510889834e-14,9.62771529167128e-14,7.900673907297665e-14,8.326672684688674e-14,9.71445146547012e-14,1.2804549996113391e-12,4.435150913195685e-12,2.4047039914876224e-11
central_xz_radius_25mm_anterior_half,1.405,971,5.999356235507432e-14,6.245004513516506e-14,7.28583859910259e-14,6.004894487593455e-14,6.331740687315346e-14,7.28583859910259e-14,9.13188294635548e-13,3.430159267736599e-12,1.1662450560834259e-11
central_xz_radius_25mm_anterior_half,1.41,971,4.4063048209569486e-14,4.7704895589362195e-14,5.551115123125783e-14,4.422472943982273e-14,4.85722573273506e-14,5.551115123125783e-14,1.3782040491113841e-12,5.133642844157293e-12,2.4323526304215193e-11
central_xz_radius_25mm_anterior_half,1.415,971,1.1271682894754552e-13,1.1882855810441129e-13,1.2923689896027213e-13,1.1320276590477075e-13,1.1882855810441129e-13,1.3010426069826053e-13,1.9287149106333185e-12,7.506059773731977e-12,2.3957909434102475e-11
central_xz_radius_25mm_anterior_half,1.42,971,9.42119208485056e-14,9.80118763926896e-14,1.0928757898653885e-13,9.463622241961218e-14,9.974659986866641e-14,1.0928757898653885e-13,1.172210319199257e-12,4.359662852948531e-12,1.8289938452653586e-11
central_xz_radius_25mm_anterior_half,1.425,971,8.985278049692639e-14,9.367506770274758e-14,1.0148132334464322e-13,9.010914797252132e-14,9.497611030973019e-14,1.0148132334464322e-13,1.0272395507736507e-12,4.322032509662676e-12,1.86792021850124e-11
central_xz_radius_25mm_anterior_half,1.43,971,9.833702538612707e-14,1.0234868508263162e-13,1.0928757898653885e-13,9.857999386473968e-14,1.0408340855860843e-13,1.0755285551056204e-13,1.7462863488467722e-12,6.858954293420538e-12,2.7528585633262993e-11
central_xz_radius_25mm_anterior_half,1.435,971,1.1038986980495047e-14,1.474514954580286e-14,2.0816681711721685e-14,1.1225679671781944e-14,1.5612511283791264e-14,2.0816681711721685e-14,1.858961274192777e-12,6.9667294155806304e-12,3.795503289438784e-11
central_xz_radius_25mm_anterior_half,1.44,971,2.4028867921614888e-14,2.7755575615628914e-14,3.382710778154774e-14,2.431024685824346e-14,2.7755575615628914e-14,3.2959746043559335e-14,1.1215169367631884e-12,4.6502464101649825e-12,1.9055732991546394e-11
central_xz_radius_25mm_anterior_half,1.445,971,5.480100439119523e-14,5.898059818321144e-14,6.938893903907228e-14,5.518868203721682e-14,6.071532165918825e-14,6.938893903907228e-14,1.2812249030337367e-12,4.555204213829711e-12,2.9673174140043555e-11
central_xz_radius_25mm_anterior_half,1.45,971,1.0185202892782055e-13,1.0842021724855044e-13,1.231653667943533e-13,1.0229687562763334e-13,1.0928757898653885e-13,1.205632815803881e-13,2.0580940151566267e-12,6.86463863530662e-12,3.963396011386067e-11
central_xz_radius_25mm_anterior_half,1.455,971,1.3533522912015558e-13,1.4224732503009818e-13,1.6393136847980827e-13,1.3580062094867458e-13,1.4224732503009818e-13,1.6393136847980827e-13,1.5216266978544215e-12,5.079755283077248e-12,2.6288034860044718e-11
central_xz_radius_25mm_anterior_half,1.46,971,8.50264617838972e-14,8.933825901280557e-14,1.0148132334464322e-13,8.536768957371344e-14,9.020562075079397e-14,1.0234868508263162e-13,1.0747021371007594e-12,3.8644429878331726e-12,2.654269337654114e-11
central_xz_radius_25mm_anterior_half,1.465,971,3.604062208302587e-14,3.9898639947466563e-14,4.85722573273506e-14,3.624428683715703e-14,4.0766001685454967e-14,4.85722573273506e-14,1.4178114135301513e-12,5.748916009906679e-12,3.702189133036882e-11
central_xz_radius_25mm_anterior_half,1.47,971,3.036212716192156e-15,6.938893903907228e-15,1.214306433183765e-14,3.0424655814505688e-15,6.938893903907228e-15,1.214306433183765e-14,2.095773064646902e-12,7.858488970668986e-12,4.417961463332176e-11
central_xz_radius_25mm_anterior_half,1.475,971,1.7721245428867706e-13,1.8301332671555315e-13,1.960237527853792e-13,1.7795743852089367e-13,1.8561541192951836e-13,1.951563910473908e-13,1.2194772611331293e-12,4.357843863544985e-12,1.4156739780446515e-11
central_xz_radius_25mm_anterior_half,1.48,971,1.3925488237071493e-13,1.448494102440634e-13,1.5612511283791264e-13,1.3991143322284825e-13,1.46150452851046e-13,1.5699247457590104e-13,8.533672992417665e-13,3.0263436201494184e-12,1.543594407849014e-11
central_xz_radius_25mm_anterior_half,1.485,971,1.2565758023306354e-13,1.3010426069826053e-13,1.4137996329210978e-13,1.2612029226218608e-13,1.3183898417423734e-13,1.3964523981613297e-13,1.3746113518537143e-12,5.621927812171634e-12,2.7395287816034396e-11
central_xz_radius_25mm_anterior_half,1.49,971,8.343198114300194e-14,8.933825901280557e-14,9.367506770274758e-14,8.443243958434798e-14,9.194034422677078e-14,1.0061396160665481e-13,1.6104905824083e-12,5.941387826169376e-12,4.051798896398395e-11
central_xz_radius_25mm_anterior_half,1.495,971,7.25207312670716e-14,7.632783294297951e-14,8.066464163292153e-14,7.31665629216191e-14,7.806255641895632e-14,8.586881206085195e-14,8.969010745219274e-13,3.1259332899935546e-12,1.3413227861747145e-11
central_xz_radius_25mm_anterior_half,1.5,971,8.170127736611982e-14,8.500145032286355e-14,8.847089727481716e-14,8.212334577106268e-14,8.586881206085195e-14,9.280770596475918e-14,8.998574591726891e-13,3.492232281132601e-12,1.2776581570506096e-11
central_xz_radius_25mm_anterior_half,1.505,971,1.083514357307079e-13,1.1275702593849246e-13,1.1709383462843448e-13,1.0886461731513049e-13,1.1362438767648086e-13,1.205632815803881e-13,1.3553379057579576e-12,4.928779162582941e-12,2.026763468165882e-11
central_xz_radius_25mm_anterior_half,1.51,971,1.1003345648522094e-13,1.1492543028346347e-13,1.209969624493823e-13,1.1072618462920653e-13,1.1666015375944028e-13,1.218643241873707e-13,1.1394729736951516e-12,4.3337422539480036e-12,2.444448909955099e-11
central_xz_radius_25mm_anterior_half,1.515,971,7.696696509903585e-14,8.023096076392733e-14,8.586881206085195e-14,7.738546043811676e-14,8.109832250191573e-14,8.630249292984615e-14,5.970766712036529e-13,2.2412791622627993e-12,1.0233634384348989e-11
central_xz_radius_25mm_anterior_half,1.52,971,3.926442075697041e-14,4.119968255444917e-14,4.336808689942018e-14,3.918759984093848e-14,4.119968255444917e-14,4.5102810375396984e-14,6.843901822421862e-13,2.519755071261898e-12,1.9084836822003128e-11
central_xz_radius_25mm_anterior_half,1.525,971,5.908511035967349e-15,9.540979117872439e-15,1.3877787807814457e-14,5.5369121863245305e-15,9.540979117872439e-15,1.3877787807814457e-14,1.0907218536072899e-12,3.920661129086511e-12,2.2168023861013352e-11
central_xz_radius_25mm_anterior_half,1.53,971,2.0281391782278275e-13,2.1163626406917047e-13,2.2551405187698492e-13,2.0411317389683438e-13,2.1575623232461538e-13,2.2854981795994433e-13,8.123120521578813e-13,3.0563569453079254e-12,1.461648935219273e-11
central_xz_radius_25mm_anterior_half,1.535,971,1.6965586662388518e-13,1.7650811368064012e-13,1.8648277366750676e-13,1.7073314598126315e-13,1.7954387976359953e-13,1.9081958235744878e-13,5.260393013734679e-13,1.7131469576270318e-12,1.0079020285047591e-11
central_xz_radius_25mm_anterior_half,1.54,971,1.5913720735953662e-13,1.6609977282477928e-13,1.734723475976807e-13,1.6029488069880848e-13,1.691355389077387e-13,1.8301332671555315e-13,7.825397846595334e-13,2.6939233066514132e-12,2.6908310246653854e-11
central_xz_radius_25mm_anterior_half,1.545,971,1.214672672434615e-13,1.2663481374630692e-13,1.4311468676808659e-13,1.219366787710752e-13,1.2793585635328952e-13,1.444157293750692e-13,1.0614427510639764e-12,4.028606781503186e-12,2.6566340238787235e-11
central_xz_radius_25mm_anterior_half,1.55,971,1.0714016640350679e-13,1.1102230246251565e-13,1.218643241873707e-13,1.0748541389241773e-13,1.1188966420050406e-13,1.218643241873707e-13,6.296714691022731e-13,2.2295125745586116e-12,1.629086909815669e-11
central_xz_radius_25mm_anterior_half,1.555,971,1.2022339369027008e-13,1.244664094013359e-13,1.3574211199518516e-13,1.2072808924327053e-13,1.2663481374630692e-13,1.3574211199518516e-13,5.09473227994846e-13,1.8728769646259025e-12,7.465132512152195e-12
central_xz_radius_25mm_anterior_half,1.56,971,1.552287199397959e-13,1.6132928326584306e-13,1.695692197767329e-13,1.559737041720125e-13,1.6349768761081407e-13,1.7607443281164592e-13,7.762644775747167e-13,2.8692284104181453e-12,1.4481884136330336e-11
central_xz_radius_25mm_anterior_half,1.565,971,1.215887514827678e-13,1.2750217548429532e-13,1.3617579286417936e-13,1.2295768234112745e-13,1.3097162243624894e-13,1.5612511283791264e-13,9.57494475970605e-13,3.3653577702352777e-12,2.552769728936255e-11
central_xz_radius_25mm_anterior_half,1.57,971,8.306574189215204e-14,8.673617379884035e-14,9.454242944073599e-14,8.401975047729274e-14,8.933825901280557e-14,1.1058862159352145e-13,5.081754959620148e-13,1.917101144499611e-12,1.1924385034944863e-11
central_xz_radius_25mm_anterior_half,1.575,971,3.772889570279732e-14,4.0766001685454967e-14,4.597017211338539e-14,3.843144977790328e-14,4.2934406030425976e-14,5.811323644522304e-14,4.467694268092942e-13,1.6907506505958736e-12,6.540176400449127e-12
central_xz_radius_25mm_anterior_half,1.58,971,4.431271618667326e-15,6.938893903907228e-15,2.5153490401663703e-14,4.406483474250046e-15,6.938893903907228e-15,2.5153490401663703e-14,7.808602401825853e-13,3.067725629080087e-12,1.5562363842036576e-11
central_xz_radius_25mm_anterior_half,1.585,971,2.5359232000327123e-13,2.632442874794805e-13,3.0184188481996443e-13,2.5485986511779804e-13,2.654126918244515e-13,3.0270924655795284e-13,7.417739428759219e-13,2.5578970053174996e-12,1.2463289067454752e-11
central_xz_radius_25mm_anterior_half,1.59,971,2.08953561556695e-13,2.1662359406260379e-13,2.443791696782327e-13,2.099855076409495e-13,2.185751579730777e-13,2.443791696782327e-13,4.0777736605619526e-13,1.258399606740568e-12,5.713445716537535e-12
central_xz_radius_25mm_anterior_half,1.595,971,1.9269142223587794e-13,2.0079424234431542e-13,2.220446049250313e-13,1.9370527967420628e-13,2.0361316799277773e-13,2.220446049250313e-13,3.860016899318136e-13,1.1729071047739126e-12,7.560174708487466e-12
central_xz_radius_25mm_anterior_half,1.6,971,2.1196777758617454e-13,2.2356248796651101e-13,2.465475740232037e-13,2.132104228979759e-13,2.2692351470121608e-13,2.469812548921979e-13,5.923554330418186e-13,1.8844161786546463e-12,1.1192241800017654e-11
central_xz_radius_25mm_anterior_half,1.605,971,1.638804522912755e-13,1.682681771697503e-13,1.9981846038907847e-13,1.6403375914841477e-13,1.682681771697503e-13,2.0014372104082412e-13,2.1455560568851388e-13,5.812941239469183e-13,3.746208676602691e-12
central_xz_radius_25mm_anterior_half,1.61,971,4.337545634776045e-14,4.903304325065694e-14,5.388484797252957e-14,4.33210229225198e-14,4.903304325065694e-14,5.388484797252957e-14,2.411298514104122e-13,8.375025117857149e-13,3.0681803764309734e-12
central_xz_radius_25mm_anterior_half,1.615,971,1.7961259149499946e-13,1.8308786561491153e-13,2.1934765202097362e-13,1.776666733077332e-13,1.8317595704142597e-13,2.1940863839317593e-13,1.8467330102483838e-13,5.466951336074999e-13,1.5712586787230975e-12
central_xz_radius_25mm_anterior_half,1.62,971,1.1200986436926623e-13,1.1621292036329e-13,1.3197450944579803e-13,1.1066203693115371e-13,1.1609094761888539e-13,1.3189319428286161e-13,1.0190754110809478e-13,3.0040325782465515e-13,1.1297061064396984e-12
central_xz_radius_25mm_anterior_half,1.625,971,4.015830134315297e-14,4.445228907190568e-14,4.81385764583564e-14,3.928418427751932e-14,4.4072818311535755e-14,4.81385764583564e-14,1.067529577724025e-13,3.0810554108029466e-13,2.1491359802894294e-12
central_xz_radius_25mm_anterior_half,1.63,971,2.460424318369705e-14,2.8514517136368767e-14,3.7621815385247004e-14,2.5242370414979712e-14,3.06287113727155e-14,3.7730235602495554e-14,1.342742143585812e-13,4.064020231453469e-13,2.4508608476025983e-12
central_xz_radius_25mm_anterior_half,1.635,971,7.892478187476817e-14,8.164042358815848e-14,9.90960785651751e-14,7.924233810324899e-14,8.201989434852841e-14,9.90960785651751e-14,1.5060656143650255e-13,4.817550802727055e-13,1.5081127457960974e-12
central_xz_radius_25mm_anterior_half,1.64,971,1.1967381149737888e-13,1.209969624493823e-13,1.3986208025063007e-13,1.194780744831289e-13,1.209969624493823e-13,1.3975366003338152e-13,1.3605706514513972e-13,4.319389290685649e-13,2.0490915630944074e-12
central_xz_radius_25mm_anterior_half,1.645,971,1.4460219874973972e-13,1.4728886513215578e-13,1.6469031000054812e-13,1.4386793371510896e-13,1.4718044491490723e-13,1.6479873021779667e-13,1.2758569392648603e-13,4.008597898064181e-13,1.6625563148409129e-12
central_xz_radius_25mm_anterior_half,1.65,971,1.496056075395518e-13,1.5287250632045613e-13,1.6544925152128798e-13,1.4883684008769158e-13,1.5298092653770468e-13,1.6566609195578508e-13,1.4255144724555125e-13,4.53610482509248e-13,1.9583694665925576e-12
central_xz_radius_25mm_anterior_half,1.655,971,1.3129180263497212e-13,1.3552527156068805e-13,1.5048726154098802e-13,1.3154403875316416e-13,1.3769367590565906e-13,1.5070410197548512e-13,1.9722241187703316e-13,5.056222107668873e-13,2.375372787355445e-12
central_xz_radius_25mm_anterior_half,1.66,971,9.312040505683391e-14,9.993633524885137e-14,1.0516761073109393e-13,9.471187092340815e-14,1.0408340855860843e-13,1.2175590397012215e-13,2.2585173004025126e-13,5.321680873748846e-13,3.019749783561565e-12
central_xz_radius_25mm_anterior_half,1.665,971,3.9601238043613306e-14,4.5319650809894085e-14,5.0090140368830305e-14,4.1604276434160934e-14,5.136407792150077e-14,7.491837011874836e-14,1.9593937640719822e-13,4.95617769047385e-13,2.235651663795579e-12
central_xz_radius_25mm_anterior_half,1.67,971,2.886121618328612e-14,3.2065279251258794e-14,3.469446951953614e-14,2.7598360717703107e-14,3.176712365382528e-14,3.480288973678469e-14,1.2937657399231142e-13,3.894768951795413e-13,2.4922428565332667e-12
central_xz_radius_25mm_anterior_half,1.675,971,1.0693661330768382e-13,1.100465205072787e-13,1.2096985739507016e-13,1.0683966598160138e-13,1.1020915083315153e-13,1.208614371778216e-13,1.2543011760257263e-13,3.820872507276363e-13,1.7349748304695821e-12
central_xz_radius_25mm_anterior_half,1.68,971,1.845470373222182e-13,1.915920764053447e-13,2.1299151678477735e-13,1.8375320258017026e-13,1.9075181972166844e-13,2.129644117304652e-13,1.431164791894301e-13,4.1049474930332507e-13,1.0930527594155136e-12
central_xz_radius_25mm_anterior_half,1.685,971,1.4006613580883989e-14,1.734723475976807e-14,2.2605615296322767e-14,1.2382962206975148e-14,1.656118818471608e-14,1.9380113833178392e-14,9.303381591826836e-14,2.755218275751759e-13,9.225686881109141e-13
central_xz_radius_25mm_anterior_half,1.69,971,1.9750177381083653e-14,2.256495771485456e-14,2.4990860075790877e-14,2.092476695404568e-14,2.507217523872729e-14,3.119791751327039e-14,7.958380767528598e-14,2.3730351017547947e-13,9.1455376605154e-13
central_xz_radius_25mm_anterior_half,1.695,971,4.665209731605399e-14,4.8734887653223424e-14,5.44811591673966e-14,4.686195910628947e-14,4.971066960846038e-14,5.5077470362263625e-14,9.599333526258759e-14,2.6299895594661393e-13,9.741540907270973e-13
central_xz_radius_25mm_anterior_half,1.7,971,6.049691800837655e-14,6.209767942910727e-14,7.302101631689872e-14,6.038146331771228e-14,6.209767942910727e-14,7.28583859910259e-14,1.122417664018872e-13,3.6152414395473894e-13,1.0935536920442246e-12
central_xz_radius_25mm_anterior_half,1.705,971,6.143629935514488e-14,6.418476861114186e-14,7.546047120499111e-14,6.153534027450581e-14,6.472686969738461e-14,7.535205098774256e-14,1.211400495878126e-13,3.655031832749955e-13,1.9273329598945565e-12
central_xz_radius_25mm_anterior_half,1.71,971,4.954535948319109e-14,5.204170427930421e-14,6.25584653524136e-14,4.9764544742160097e-14,5.3613797429408194e-14,6.25584653524136e-14,1.304496055746546e-13,4.457092472875956e-13,1.4397301129065454e-12
central_xz_radius_25mm_anterior_half,1.715,971,2.422773136849405e-14,2.5153490401663703e-14,2.7538735181131813e-14,2.4279540823492327e-14,2.5804011705155006e-14,3.144186300207963e-14,1.2688684477766462e-13,4.656044438888784e-13,3.0022420105524363e-12
central_xz_radius_25mm_anterior_half,1.72,971,1.5207973233233594e-14,1.6696713456276768e-14,1.962405932198763e-14,1.5441897388883143e-14,1.734723475976807e-14,2.233456475320139e-14,1.5587680179688512e-13,5.387370549669868e-13,3.020659278263338e-12
central_xz_radius_25mm_anterior_half,1.725,971,6.437838411753629e-14,6.797947621484113e-14,7.524363077049401e-14,6.499384471225721e-14,7.036472099430924e-14,7.502679033599691e-14,2.2249548856258636e-13,7.393055057036691e-13,3.872173692798242e-12
central_xz_radius_25mm_anterior_half,1.73,971,1.1709807764414553e-13,1.231653667943533e-13,1.3227266504323154e-13,1.1817022071934696e-13,1.2685165418080402e-13,1.3639263329867646e-13,2.850482902697405e-13,8.487859304295853e-13,5.984020390314982e-12
central_xz_radius_25mm_anterior_half,1.735,971,1.6714310805646874e-13,1.74122868901172e-13,1.947227101783966e-13,1.6837704402023158e-13,1.8008598084984229e-13,1.945058697438995e-13,3.1422965842810263e-13,9.094947017729282e-13,3.131162884528749e-12
central_xz_radius_25mm_anterior_half,1.74,971,2.0484520576530143e-13,2.1185310450366757e-13,2.3462135012586316e-13,2.0606272795776095e-13,2.1716569514884654e-13,2.3462135012586316e-13,3.7279523969472657e-13,1.1181384707015239e-12,5.485617293743417e-12
central_xz_radius_25mm_anterior_half,1.745,971,2.216220898868557e-13,2.2876665839444144e-13,2.467644144577008e-13,2.2277797669319659e-13,2.327782064326378e-13,2.47198095326695e-13,4.324288962154062e-13,1.2460077414289118e-12,8.006054486031644e-12
central_xz_radius_25mm_anterior_half,1.75,971,2.133803668430349e-13,2.200930410145574e-13,2.3310346708438345e-13,2.1425465139613083e-13,2.2236986557677696e-13,2.3332030751888055e-13,4.3481243048249265e-13,1.355665801838768e-12,8.04584487923421e-12
central_xz_radius_25mm_anterior_half,1.755,971,1.8002646697157917e-13,1.8453120975703285e-13,1.936385080059111e-13,1.8028060128101038e-13,1.8583225236401546e-13,1.938553484404082e-13,3.4765643162096467e-13,1.1585257198021282e-12,5.717765816370956e-12
central_xz_radius_25mm_anterior_half,1.76,971,1.5277491695910162e-13,1.5742615544489524e-13,1.6024508109335756e-13,1.533922757450617e-13,1.5894403848637495e-13,1.6512399086954233e-13,2.904309222457621e-13,9.493987818132154e-13,3.89809429179877e-12
central_xz_radius_25mm_anterior_half,1.765,971,1.4789299240859583e-13,1.5173409403934635e-13,1.5579985218616699e-13,1.4818503471365615e-13,1.52845401266144e-13,1.5607090272928836e-13,1.8098972395176656e-13,5.351097343009315e-13,2.0500010577961803e-12
central_xz_radius_25mm_anterior_half,1.77,971,1.4953057315645087e-13,1.5369751641108181e-13,1.6296913905172739e-13,1.432235117467023e-13,1.5208476567950963e-13,1.6294881026099328e-13,1.0622945388655e-13,2.9021052228017656e-13,8.842562237987294e-13
central_xz_radius_25mm_anterior_half,1.775,971,1.5556562097016994e-13,1.5916087892087205e-13,1.7580338226852454e-13,1.5545332062671191e-13,1.5937771935536915e-13,1.7580338226852454e-13,1.2651298454893004e-13,3.0493652047880457e-13,1.2053078535245732e-12
central_xz_radius_25mm_anterior_half,1.78,971,1.6357104711929223e-13,1.6750923564901044e-13,1.8669961410200386e-13,1.6377046885771232e-13,1.6837659738699884e-13,1.8691645453650096e-13,1.7755066212322677e-13,4.659455044020433e-13,2.3223947209771723e-12
central_xz_radius_25mm_anterior_half,1.785,971,1.7119317821098924e-13,1.7564075194265172e-13,1.9851741778209586e-13,1.7154311534884398e-13,1.7672495411513722e-13,1.9851741778209586e-13,2.1946386760762563e-13,6.112941264291295e-13,3.995182851213031e-12
central_xz_radius_25mm_anterior_half,1.79,971,1.75468574831429e-13,1.7932703932910243e-13,2.0491421059976034e-13,1.7572226250762747e-13,1.8062808193608504e-13,2.0491421059976034e-13,2.5298151124016507e-13,8.082281510723987e-13,2.7798705559689554e-12
central_xz_radius_25mm_anterior_half,1.795,971,1.7268828295759902e-13,1.7607443281164592e-13,2.0144476364780672e-13,1.7280530086457788e-13,1.7715863498413142e-13,2.0144476364780672e-13,2.7809686994011904e-13,8.12747202871833e-13,6.144091457827016e-12
central_xz_radius_25mm_anterior_half,1.8,971,1.58482889673567e-13,1.6111244283134596e-13,1.8409752888803865e-13,1.5845542172975326e-13,1.6176296413483726e-13,1.8409752888803865e-13,2.790744918599139e-13,9.425775715499185e-13,7.376456778729335e-12
central_xz_radius_25mm_anterior_half,1.805,971,1.3136376641459798e-13,1.3400738851920835e-13,1.5981140022436335e-13,1.3139480742427366e-13,1.3444106938820255e-13,1.5981140022436335e-13,3.1594598135808806e-13,1.1365273167029954e-12,6.1777427617926154e-12
central_xz_radius_25mm_anterior_half,1.81,971,8.957720779232349e-14,9.259086553026208e-14,1.1622647289044608e-13,8.976524038330862e-14,9.324138683375338e-14,1.1622647289044608e-13,3.8720162903858195e-13,1.3671979104401544e-12,7.212292985059321e-12
central_xz_radius_25mm_anterior_half,1.815,971,2.897845740688136e-14,3.165870343657673e-14,4.81385764583564e-14,2.933152097736531e-14,3.230922474006803e-14,4.81385764583564e-14,4.683543540408533e-13,1.7794263840187342e-12,7.896119313954841e-12
central_xz_radius_25mm_anterior_half,1.82,971,5.262188084863837e-14,5.4643789493269423e-14,5.637851296924623e-14,5.2135273941564035e-14,5.4643789493269423e-14,5.724587470723463e-14,6.62856105283241e-13,2.6199700187135023e-12,1.151693140855059e-11
central_xz_radius_25mm_anterior_half,1.825,971,1.4672817293760006e-13,1.5005358067199381e-13,1.6393136847980827e-13,1.461203051078358e-13,1.496198998029996e-13,1.6393136847980827e-13,7.464447844587533e-13,2.749175109784119e-12,1.682110450929031e-11
central_xz_radius_25mm_anterior_half,1.83,971,2.398215008546989e-13,2.437286483747414e-13,2.7668839441830073e-13,2.3927817152706607e-13,2.437286483747414e-13,2.7582103268031233e-13,8.597583713737482e-13,3.1211015993903855e-12,1.988155418075621e-11
central_xz_radius_25mm_anterior_half,1.835,971,2.4174983983707014e-13,2.5370330836160804e-13,2.888314587501384e-13,2.4347339748222833e-13,2.5912431922403556e-13,2.8796409701215e-13,8.796456941955905e-13,2.867295734176878e-12,1.763510226737708e-11
central_xz_radius_25mm_anterior_half,1.84,971,2.2652880258177878e-13,2.3809079707781677e-13,2.5890747878953846e-13,2.2816169368069e-13,2.424276057677588e-13,2.5977484052752686e-13,8.189016006093483e-13,2.9656348488060756e-12,9.890754881780595e-12
central_xz_radius_25mm_anterior_half,1.845,971,2.0029892608920257e-13,2.1076890233118206e-13,2.2681509448396753e-13,2.0166919684726047e-13,2.1423834928313568e-13,2.3071822230491534e-13,6.593646320095665e-13,2.310429181306972e-12,9.341420081909747e-12
central_xz_radius_25mm_anterior_half,1.85,971,1.6631192361033258e-13,1.7433970933566911e-13,1.8214596497756474e-13,1.6737625060396097e-13,1.7759231585312563e-13,1.8648277366750676e-13,6.007485969948857e-13,2.1755646173460262e-12,9.171344572678208e-12
central_xz_radius_25mm_anterior_half,1.855,971,1.1015538735775999e-13,1.1535911115245767e-13,1.196959198423997e-13,1.1095932717669879e-13,1.1666015375944028e-13,1.3010426069826053e-13,5.469713269107662e-13,1.935575255629374e-12,7.968992576934398e-12
central_xz_radius_25mm_anterior_half,1.86,971,2.9249117145924086e-14,3.165870343657673e-14,3.903127820947816e-14,2.977346456116527e-14,3.382710778154774e-14,4.85722573273506e-14,4.3395818761312297e-13,1.5663772501284257e-12,9.97351889964193e-12
central_xz_radius_25mm_anterior_half,1.865,971,6.377699246964679e-14,6.548581121812447e-14,7.979727989493313e-14,6.348221453603591e-14,6.591949208711867e-14,7.979727989493313e-14,4.1924470623580816e-13,1.5553354160147137e-12,9.081304597202688e-12
central_xz_radius_25mm_anterior_half,1.87,971,1.6657499058441864e-13,1.700029006457271e-13,1.929879867024198e-13,1.666643172309674e-13,1.713039432527097e-13,1.9168694409543718e-13,4.737564692304068e-13,1.6962076188065112e-12,7.518792699556797e-12
central_xz_radius_25mm_anterior_half,1.875,971,2.7057621862820223e-13,2.7755575615628914e-13,3.161533534967731e-13,2.712510814428781e-13,2.7972416050126014e-13,3.174543961037557e-13,5.582114909911857e-13,1.8686705516302024e-12,6.665686669293791e-12
central_xz_radius_25mm_anterior_half,1.88,971,3.665702060753555e-13,3.7838655819744105e-13,4.141652298894627e-13,3.6791189230651776e-13,3.8294020732188017e-13,4.141652298894627e-13,7.23174956238582e-13,2.3735537979518995e-12,1.2935743143316359e-11
central_xz_radius_25mm_anterior_half,1.885,971,4.43990950538859e-13,4.601354020028481e-13,5.087076593301987e-13,4.4616739428201937e-13,4.688090193827321e-13,5.087076593301987e-13,8.393884429497832e-13,2.3651409719605e-12,1.467560650780797e-11
central_xz_radius_25mm_anterior_half,1.89,971,4.971233331725235e-13,5.182486384480711e-13,5.629177679544739e-13,5.000523539128571e-13,5.238864897449957e-13,5.642188105614565e-13,1.0748747894726187e-12,3.654122338048182e-12,1.4931174519006164e-11
central_xz_radius_25mm_anterior_half,1.895,971,5.126902878665749e-13,5.290906601729262e-13,5.707240235963695e-13,5.1551211663105e-13,5.444863310222203e-13,5.746271514173174e-13,1.186108242405169e-12,3.681861926452256e-12,2.6377165340818464e-11
central_xz_radius_25mm_anterior_half,1.9,971,4.855055095223925e-13,5.058887336817364e-13,5.629177679544739e-13,4.892478493795526e-13,5.206338832275392e-13,5.642188105614565e-13,1.2996132807063192e-12,4.184457225164806e-12,1.653006620472297e-11
central_xz_radius_25mm_anterior_half,1.925,971,2.1953407952377858e-13,2.3071822230491534e-13,2.5847379792054426e-13,2.2106558487885696e-13,2.3570555229834866e-13,2.5804011705155006e-13,7.306845294741778e-13,2.4593305170128588e-12,1.6724698070902377e-11
central_xz_radius_25mm_anterior_half,1.95,971,4.609853450447595e-13,4.709774237277031e-13,5.173812767100827e-13,4.617633801361992e-13,4.722784663346857e-13,5.178149575790769e-13,6.136559821910182e-13,1.8155219549953472e-12,1.0868006938835606e-11
central_xz_radius_25mm_anterior_half,1.975,971,3.92112714022739e-14,4.380176776841438e-14,7.806255641895632e-14,3.9770009576436354e-14,4.423544863740858e-14,7.806255641895632e-14,8.334526816268822e-13,3.3493279261165297e-12,1.555417838972062e-11
central_xz_radius_25mm_anterior_half,2.0,971,4.675249488385937e-13,4.805184028455756e-13,5.048045315092509e-13,4.687089735385975e-13,4.826868071905466e-13,5.048045315092509e-13,8.643713011624416e-13,2.619685801619198e-12,1.605440047569573e-11
